mcq,mcd,rmcq,rmcd,ci_lower_mcq,ci_upper_mcq,ci_lower_mcd,ci_upper_mcd,ci_lower_rmcq,ci_upper_rmcq,ci_lower_rmcd,ci_upper_rmcd,medcq,medcd,ci_lower_medcq,ci_upper_medcq,ci_lower_medcd,ci_upper_medcd,circular_mad_mcq,circular_mad_mcd,ci_lower_circular_mad_mcq,ci_upper_circular_mad_mcq,ci_lower_circular_mad_mcd,ci_upper_circular_mad_mcd,p_rayleigh_dmcd,p_rayleigh_dmcq,p_sim_test_dmcd,p_sim_test_dmcq,p_wilcoxon_dmcd,p_watson_dmcd,p_watson_dmcq,score
0.0103231426,0.0007697819,0.9999559874,0.9999030029,0.0102409807,0.0103752336,0.0007315187,0.0008022767,0.9999164877,0.999977,0.9998400033,0.9999425897,0.0082516468,0.0011867876,0.006941284,0.0090960203,6.2821589848,0.0027048883,0.0050707639,0.0078618165,0.0038320989,0.0061452178,0.0050276268,0.0088194082,0.0,0.0,0.0,0.0,0.3955768607,0.0001,0.0001,0.8757496105
